Date,High,Low,Open,Close,Volume,Adj Close
2016-01-04,32.58000183105469,32.040000915527344,32.290000915527344,32.369998931884766,8951900.0,31.880355834960938
2016-01-05,33.439998626708984,32.5,32.97999954223633,32.88999938964844,12256800.0,32.392486572265625
2016-01-06,32.5,31.15999984741211,32.349998474121094,31.530000686645508,11233600.0,31.05306625366211
2016-01-07,30.950000762939453,29.8799991607666,30.739999771118164,30.280000686645508,16132600.0,29.821971893310547
2016-01-08,30.700000762939453,29.56999969482422,30.670000076293945,29.6299991607666,9961800.0,29.181804656982422
2016-01-11,29.889999389648438,29.149999618530273,29.65999984741211,29.68000030517578,10234300.0,29.23104476928711
2016-01-12,30.6200008392334,29.969999313354492,30.209999084472656,30.18000030517578,11733900.0,29.72348403930664
2016-01-13,30.610000610351562,29.229999542236328,30.40999984741211,29.260000228881836,12041800.0,28.817401885986328
2016-01-14,29.0,27.81999969482422,28.65999984741211,28.670000076293945,15005900.0,28.23632049560547
2016-01-15,27.850000381469727,26.639999389648438,27.520000457763672,27.110000610351562,21036300.0,26.69992446899414
2016-01-19,28.450000762939453,27.219999313354492,27.670000076293945,27.329999923706055,11428500.0,26.916595458984375
2016-01-20,27.829999923706055,26.450000762939453,26.809999465942383,27.479999542236328,12029500.0,27.06432342529297
2016-01-21,28.229999542236328,27.209999084472656,27.780000686645508,27.799999237060547,12036400.0,27.379486083984375
2016-01-22,28.639999389648438,28.270000457763672,28.329999923706055,28.450000762939453,6449900.0,28.0196533203125
2016-01-25,28.770000457763672,28.360000610351562,28.440000534057617,28.420000076293945,6768200.0,27.9901065826416
2016-01-26,28.81999969482422,28.190000534057617,28.479999542236328,28.700000762939453,5698600.0,28.265872955322266
2016-01-27,28.75,27.81999969482422,28.65999984741211,28.360000610351562,5792500.0,27.931013107299805
2016-01-28,28.690000534057617,27.5,28.59000015258789,28.049999237060547,6919400.0,27.625701904296875
2016-01-29,29.350000381469727,28.18000030517578,28.290000915527344,29.290000915527344,7762600.0,28.846946716308594
2016-02-01,29.450000762939453,29.010000228881836,29.260000228881836,29.299999237060547,7247100.0,28.85679817199707
2016-02-02,29.149999618530273,27.860000610351562,29.0,28.059999465942383,8547700.0,27.63555145263672
2016-02-03,28.450000762939453,27.549999237060547,28.280000686645508,28.200000762939453,8169300.0,27.773435592651367
2016-02-04,28.850000381469727,27.93000030517578,28.239999771118164,28.209999084472656,8684600.0,27.783279418945312
2016-02-05,28.329999923706055,26.350000381469727,28.020000457763672,26.43000030517578,15010700.0,26.030208587646484
2016-02-08,26.15999984741211,24.850000381469727,26.030000686645508,25.219999313354492,15221300.0,24.838512420654297
2016-02-09,26.549999237060547,24.799999237060547,24.920000076293945,25.489999771118164,10572700.0,25.104429244995117
2016-02-10,26.389999389648438,25.290000915527344,25.649999618530273,25.43000030517578,8395000.0,25.04533576965332
2016-02-11,25.559999465942383,24.780000686645508,24.780000686645508,25.299999237060547,8503600.0,24.917301177978516
2016-02-12,25.780000686645508,24.75,25.700000762939453,25.729999542236328,8520400.0,25.340797424316406
2016-02-16,27.030000686645508,26.020000457763672,26.100000381469727,26.989999771118164,12133800.0,26.58173942565918
2016-02-17,27.920000076293945,27.219999313354492,27.329999923706055,27.65999984741211,19286700.0,27.24160385131836
2016-02-18,30.979999542236328,29.899999618530273,29.93000030517578,30.040000915527344,26716500.0,29.585601806640625
2016-02-19,30.709999084472656,29.649999618530273,29.8799991607666,30.440000534057617,13140700.0,29.979549407958984
2016-02-22,31.8700008392334,30.81999969482422,30.8799991607666,31.520000457763672,11241700.0,31.043214797973633
2016-02-23,31.899999618530273,31.1200008392334,31.270000457763672,31.600000381469727,9234500.0,31.122005462646484
2016-02-24,31.8700008392334,30.600000381469727,31.469999313354492,31.81999969482422,8421300.0,31.33867835998535
2016-02-25,32.04999923706055,31.31999969482422,31.940000534057617,31.889999389648438,8727900.0,31.407617568969727
2016-02-26,32.119998931884766,31.360000610351562,32.040000915527344,31.68000030517578,9049100.0,31.200794219970703
2016-02-29,32.02000045776367,31.34000015258789,31.610000610351562,31.360000610351562,8083600.0,30.998159408569336
2016-03-01,32.75,31.389999389648438,31.440000534057617,32.75,8717500.0,32.37212371826172
2016-03-02,33.060001373291016,32.5099983215332,32.56999969482422,32.939998626708984,5845300.0,32.5599250793457
2016-03-03,33.040000915527344,32.209999084472656,32.900001525878906,32.650001525878906,7544400.0,32.273277282714844
2016-03-04,32.93000030517578,32.29999923706055,32.900001525878906,32.54999923706055,4382600.0,32.1744270324707
2016-03-07,32.59000015258789,31.920000076293945,32.369998931884766,32.34000015258789,5999200.0,31.966854095458984
2016-03-08,32.20000076293945,31.649999618530273,32.0099983215332,31.75,6873500.0,31.38365936279297
2016-03-09,32.08000183105469,31.31999969482422,32.029998779296875,31.729999542236328,5569700.0,31.363887786865234
2016-03-10,32.099998474121094,31.040000915527344,31.920000076293945,31.68000030517578,7135600.0,31.314468383789062
2016-03-11,32.22999954223633,31.770000457763672,32.150001525878906,32.220001220703125,6935000.0,31.84823989868164
2016-03-14,32.43000030517578,31.920000076293945,32.06999969482422,32.29999923706055,4757800.0,31.927310943603516
2016-03-15,32.34000015258789,31.56999969482422,32.130001068115234,32.13999938964844,5655400.0,31.76915740966797
2016-03-16,33.209999084472656,31.75,31.899999618530273,33.099998474121094,9091100.0,32.718082427978516
2016-03-17,33.13999938964844,32.369998931884766,32.97999954223633,32.81999969482422,8842000.0,32.44131851196289
2016-03-18,34.25,33.0,33.209999084472656,33.810001373291016,13637800.0,33.41989517211914
2016-03-21,33.91999816894531,33.150001525878906,33.5099983215332,33.90999984741211,8444500.0,33.518733978271484
2016-03-22,34.09000015258789,33.43000030517578,33.79999923706055,33.849998474121094,6050300.0,33.45942687988281
2016-03-23,34.68000030517578,33.849998474121094,34.0,34.43000030517578,10725200.0,34.03274154663086
2016-03-24,34.540000915527344,34.0099983215332,34.119998931884766,34.47999954223633,6123900.0,34.0821647644043
2016-03-28,34.97999954223633,34.380001068115234,34.41999816894531,34.83000183105469,6634700.0,34.428123474121094
2016-03-29,35.470001220703125,34.599998474121094,34.68000030517578,35.38999938964844,6543400.0,34.98166275024414
2016-03-30,36.25,35.5,35.52000045776367,35.7599983215332,9417500.0,35.34738540649414
2016-03-31,36.0,35.349998474121094,35.91999816894531,35.630001068115234,9497100.0,35.21888732910156
2016-04-01,36.16999816894531,35.13999938964844,35.40999984741211,36.150001525878906,8707300.0,35.73289108276367
2016-04-04,36.63999938964844,35.65999984741211,36.45000076293945,35.79999923706055,9848500.0,35.386924743652344
2016-04-05,36.08000183105469,35.34000015258789,35.47999954223633,35.75,8489200.0,35.33750915527344
2016-04-06,35.81999969482422,34.630001068115234,35.29999923706055,35.79999923706055,11321200.0,35.386924743652344
2016-04-07,35.88999938964844,35.279998779296875,35.56999969482422,35.43000030517578,9452600.0,35.021202087402344
2016-04-08,35.95000076293945,35.310001373291016,35.720001220703125,35.65999984741211,6398400.0,35.2485466003418
2016-04-11,36.470001220703125,35.7599983215332,35.869998931884766,35.880001068115234,9688100.0,35.466007232666016
2016-04-12,36.04999923706055,35.13999938964844,36.0,35.84000015258789,7313600.0,35.42646408081055
2016-04-13,36.75,36.0,36.0,36.7400016784668,8767900.0,36.31608581542969
2016-04-14,37.0,36.4900016784668,36.63999938964844,36.84000015258789,10409800.0,36.41492462158203
2016-04-15,37.459999084472656,36.709999084472656,36.83000183105469,37.130001068115234,10924300.0,36.70158386230469
2016-04-18,37.060001373291016,36.61000061035156,37.060001373291016,36.970001220703125,7680600.0,36.543426513671875
2016-04-19,37.18000030517578,36.08000183105469,37.11000061035156,36.310001373291016,7728800.0,35.891048431396484
2016-04-20,36.66999816894531,36.209999084472656,36.25,36.45000076293945,5004300.0,36.02943420410156
2016-04-21,36.630001068115234,36.25,36.459999084472656,36.40999984741211,4457000.0,35.989891052246094
2016-04-22,36.779998779296875,36.150001525878906,36.529998779296875,36.27000045776367,5588500.0,35.85151290893555
2016-04-25,36.650001525878906,36.18000030517578,36.279998779296875,36.45000076293945,4799300.0,36.02943420410156
2016-04-26,37.09000015258789,36.31999969482422,36.66999816894531,36.47999954223633,5363400.0,36.059078216552734
2016-04-27,37.33000183105469,36.31999969482422,36.38999938964844,37.310001373291016,8809900.0,36.87950897216797
2016-04-28,37.29999923706055,36.11000061035156,37.08000183105469,36.20000076293945,9530600.0,35.78231430053711
2016-04-29,36.130001068115234,35.13999938964844,36.04999923706055,35.529998779296875,8047600.0,35.12004852294922
2016-05-02,36.220001220703125,35.70000076293945,35.869998931884766,36.0,6401900.0,35.58462142944336
